TotalGHGEmissions,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,LargestPropertyUseType,LargestPropertyUseTypeGFA,BuildingType,Neighborhood,PrimaryPropertyType,BuildingAge,SteamUse,Electricity,NaturalGas,ENERGYSTARScore
264.78,1.0,42,1249055,201121,OFFICE,983697.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,35,0,1,0,95.0
89.41,1.0,5,188339,99314,MEDICAL OFFICE,81873.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,28,0,1,1,15.0
9.31,1.0,2,60122,0,COLLEGE/UNIVERSITY,60122.0,NONRESIDENTIAL,CENTRAL,UNIVERSITY,100,0,1,1,
31.43,1.0,6,95000,13700,OFFICE,84481.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,106,0,1,1,83.0
390.67,1.0,9,224857,0,OFFICE,204993.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,45,1,1,0,79.0
94.59,1.0,8,446261,124788,OFFICE,343400.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,18,0,1,0,96.0
51.56,1.0,2,58492,0,OTHER,58500.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,77,0,1,1,
30.35,1.0,6,62370,0,OFFICE,49473.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,109,0,1,0,30.0
73.58,1.0,1,73296,0,NON-REFRIGERATED WAREHOUSE,77800.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,56,0,1,1,83.0
179.45,1.0,4,99122,0,OTHER,50036.0,NONRESIDENTIAL COS,GREATER DUWAMISH,OTHER,72,0,1,1,
89.94,1.0,1,66133,0,OTHER,60787.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,31,0,1,1,
111.23,1.0,2,115668,0,NON-REFRIGERATED WAREHOUSE,101752.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,64,0,1,1,
46.52,1.0,1,141686,0,OTHER,152511.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,46,0,1,0,
152.28,1.0,1,93610,0,OFFICE,101278.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,66,0,1,1,95.0
60.92,1.0,2,156188,0,OFFICE,141917.0,NONRESIDENTIAL,GREATER DUWAMISH,LARGE OFFICE,43,0,1,1,67.0
13.61,1.0,1,115620,0,NON-REFRIGERATED WAREHOUSE,56900.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,50,0,1,0,11.0
75.12,1.0,5,238148,0,OFFICE,245240.0,NONRESIDENTIAL,GREATER DUWAMISH,LARGE OFFICE,41,0,1,0,93.0
1.06,1.0,1,71718,0,DISTRIBUTION CENTER,71718.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,47,0,1,0,100.0
131.64,1.0,1,55450,0,NON-REFRIGERATED WAREHOUSE,34206.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,47,0,1,1,31.0
89.53,1.0,1,54880,0,DISTRIBUTION CENTER,55000.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,37,0,1,1,32.0
158.55,1.0,1,102500,0,RETAIL STORE,99471.0,NONRESIDENTIAL,DELRIDGE,RETAIL STORE,24,0,1,1,81.0
119.92,1.0,6,361398,272900,PARKING,232685.0,NONRESIDENTIAL,NORTHEAST,OTHER,14,0,1,1,
195.43,1.0,1,50785,0,SUPERMARKET/GROCERY STORE,27382.0,NONRESIDENTIAL,GREATER DUWAMISH,SUPERMARKET / GROCERY STORE,53,0,1,1,57.0
166.13,1.0,3,85126,0,OFFICE,81526.0,NONRESIDENTIAL,DELRIDGE,SMALL- AND MID-SIZED OFFICE,87,0,1,1,1.0
99.14,1.0,5,303255,19820,PARKING,321828.0,NONRESIDENTIAL,NORTH,OTHER,16,0,1,1,
455.39,1.0,1,411584,0,DISTRIBUTION CENTER,288048.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,30,0,1,1,43.0
29.16,1.0,4,73320,0,NON-REFRIGERATED WAREHOUSE,27283.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,114,0,1,1,
67.51,1.0,4,242686,100176,OFFICE,149081.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,8,0,1,0,77.0
74.45,1.0,6,95760,15840,OFFICE,95760.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,116,0,1,1,83.0
24.12,1.0,1,179413,0,NON-REFRIGERATED WAREHOUSE,178087.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,70,0,1,0,57.0
4.22,1.0,1,65288,0,NON-REFRIGERATED WAREHOUSE,60000.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,99,0,1,0,
4.2,1.0,1,170632,0,NON-REFRIGERATED WAREHOUSE,164806.0,NONRESIDENTIAL,DELRIDGE,WAREHOUSE,50,0,1,0,98.0
106.12,1.0,10,381511,0,OFFICE,220033.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,LARGE OFFICE,22,0,1,1,87.0
95.03,1.0,17,413264,138098,OFFICE,295494.0,NONRESIDENTIAL,DOWNTOWN,LARGE OFFICE,7,0,1,0,91.0
79.39,1.0,6,122400,54300,OFFICE,41624.0,NONRESIDENTIAL,NORTHEAST,MIXED USE PROPERTY,7,0,1,1,63.0
110.41,1.0,2,93803,0,RETAIL STORE,85572.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,60,0,1,1,
13.64,1.0,1,52924,0,K-12 SCHOOL,52924.0,SPS-DISTRICT K-12,CENTRAL,K-12 SCHOOL,28,0,1,0,
20.94,1.0,2,123000,0,NON-REFRIGERATED WAREHOUSE,112484.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,50,0,1,0,47.0
69.3,1.0,5,275130,112980,MEDICAL OFFICE,177748.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,13,0,1,0,70.0
27.24,1.0,1,60448,0,NON-REFRIGERATED WAREHOUSE,52702.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,38,0,1,1,90.0
12307.16,7.0,14,1765970,0,HOSPITAL (GENERAL MEDICAL & SURGICAL),1639334.0,NONRESIDENTIAL,EAST,HOSPITAL,22,1,1,1,54.0
406.04,3.0,4,62600,0,OTHER,215197.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,OTHER,88,0,1,1,
20.85,1.0,4,77412,21612,OTHER,26400.0,NONRESIDENTIAL,EAST,MIXED USE PROPERTY,12,0,1,1,
133.5,1.0,5,289419,159157,MEDICAL OFFICE,146150.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,26,0,1,1,59.0
54.18,1.0,5,90266,0,FINANCIAL OFFICE,87552.0,NONRESIDENTIAL,NORTH,OTHER,29,0,1,0,18.0
14.49,1.0,4,87332,6458,NON-REFRIGERATED WAREHOUSE,87332.0,NONRESIDENTIAL,BALLARD,WAREHOUSE,12,0,1,1,87.0
453.76,1.0,6,150545,50017,HOTEL,100528.0,NONRESIDENTIAL,EAST,HOTEL,13,0,1,1,28.0
341.23,1.0,5,141718,0,OTHER - ENTERTAINMENT/PUBLIC ASSEMBLY,134197.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,OTHER,17,0,1,1,
278.97,1.0,5,111856,21273,HOTEL,92000.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,HOTEL,8,0,1,1,8.0
7.56,1.0,4,132828,0,NON-REFRIGERATED WAREHOUSE,132828.0,NONRESIDENTIAL,EAST,WAREHOUSE,28,0,1,0,83.0
284.01,1.0,1,70400,0,NON-REFRIGERATED WAREHOUSE,58047.0,NONRESIDENTIAL,DELRIDGE,WAREHOUSE,46,0,1,1,1.0
295.12,1.0,1,101830,0,RETAIL STORE,130767.0,NONRESIDENTIAL,NORTHWEST,RETAIL STORE,21,0,1,1,60.0
9.99,1.0,3,55353,0,K-12 SCHOOL,55353.0,SPS-DISTRICT K-12,CENTRAL,K-12 SCHOOL,28,0,1,0,
109.71,2.0,4,114000,0,COLLEGE/UNIVERSITY,114000.0,NONRESIDENTIAL,CENTRAL,UNIVERSITY,42,0,1,1,
259.49,1.0,3,338063,0,OTHER,180633.0,SPS-DISTRICT K-12,GREATER DUWAMISH,OTHER,14,0,1,1,
13.07,1.0,1,152365,0,NON-REFRIGERATED WAREHOUSE,149293.0,NONRESIDENTIAL,SOUTHWEST,WAREHOUSE,51,0,1,1,88.0
189.85,1.0,6,320946,0,MEDICAL OFFICE,236359.0,NONRESIDENTIAL,CENTRAL,MEDICAL OFFICE,106,0,1,1,57.0
134.82,1.0,1,74178,0,RETAIL STORE,74178.0,NONRESIDENTIAL,GREATER DUWAMISH,RETAIL STORE,58,0,1,1,
16.27,1.0,4,80360,0,NON-REFRIGERATED WAREHOUSE,80360.0,NONRESIDENTIAL,NORTH,WAREHOUSE,29,0,1,1,96.0
95.54,1.0,1,61183,0,K-12 SCHOOL,62975.0,SPS-DISTRICT K-12,SOUTHWEST,K-12 SCHOOL,66,0,1,1,92.0
267.0,1.0,3,119190,0,SUPERMARKET/GROCERY STORE,46280.0,NONRESIDENTIAL,EAST,SUPERMARKET / GROCERY STORE,20,0,1,1,71.0
13.51,1.0,2,51856,0,AUTOMOBILE DEALERSHIP,48103.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,8,0,1,0,
49.29,1.0,3,66138,12586,OFFICE,26044.0,NONRESIDENTIAL,GREATER DUWAMISH,MIXED USE PROPERTY,95,0,1,0,3.0
128.73,1.0,3,113944,48510,OFFICE,65434.0,NONRESIDENTIAL,NORTHEAST,LARGE OFFICE,56,0,1,1,1.0
25.6,1.0,3,93079,36093,MULTIFAMILY HOUSING,91064.0,NONRESIDENTIAL,LAKE UNION,LOW-RISE MULTIFAMILY,16,0,1,1,32.0
31.74,1.0,2,22220,0,WORSHIP FACILITY,22220.0,NONRESIDENTIAL,NORTHEAST,WORSHIP FACILITY,59,0,1,1,90.0
89.08,1.0,1,46732,0,K-12 SCHOOL,50956.0,SPS-DISTRICT K-12,NORTHEAST,K-12 SCHOOL,61,0,1,1,87.0
30.52,1.0,1,44700,0,OFFICE,23751.0,NONRESIDENTIAL,GREATER DUWAMISH,MIXED USE PROPERTY,54,0,1,1,
11.29,1.0,1,44100,0,NON-REFRIGERATED WAREHOUSE,40000.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,40,0,1,0,1.0
24.39,1.0,1,27800,0,DISTRIBUTION CENTER,27800.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,51,0,1,1,13.0
17.87,1.0,1,46340,0,NON-REFRIGERATED WAREHOUSE,46340.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,15,0,1,0,3.0
101.5,3.0,1,22800,0,MANUFACTURING/INDUSTRIAL PLANT,22800.0,CAMPUS,GREATER DUWAMISH,OTHER,22,0,1,1,
36.02,1.0,3,38460,0,OFFICE,38460.0,NONRESIDENTIAL,CENTRAL,SMALL- AND MID-SIZED OFFICE,106,0,1,1,69.0
43.84,1.0,2,21022,0,WORSHIP FACILITY,21022.0,NONRESIDENTIAL,NORTHWEST,WORSHIP FACILITY,94,0,1,1,54.0
70.76,1.0,2,51489,0,K-12 SCHOOL,51489.0,SPS-DISTRICT K-12,SOUTHWEST,K-12 SCHOOL,62,0,1,1,93.0
86.46,1.0,1,48001,0,DISTRIBUTION CENTER,48001.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,49,0,1,1,49.0
3.58,1.0,1,26380,0,NON-REFRIGERATED WAREHOUSE,23620.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,37,0,1,1,
77.04,1.0,1,37351,0,NON-REFRIGERATED WAREHOUSE,29551.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,47,0,1,1,10.0
2.41,1.0,1,30375,0,NON-REFRIGERATED WAREHOUSE,30375.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,35,0,1,0,73.0
2.57,1.0,1,30004,0,NON-REFRIGERATED WAREHOUSE,24280.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,37,0,1,0,
416.07,1.0,3,39971,0,OTHER,36185.0,NONRESIDENTIAL,NORTHEAST,OTHER,88,0,1,1,
21.93,1.0,2,33589,0,WORSHIP FACILITY,33589.0,NONRESIDENTIAL,BALLARD,WORSHIP FACILITY,102,0,1,1,90.0
22.65,1.0,3,43500,0,OFFICE,43495.0,NONRESIDENTIAL,BALLARD,SMALL- AND MID-SIZED OFFICE,37,0,1,1,46.0
37.78,1.0,2,28492,0,OFFICE,28492.0,NONRESIDENTIAL,BALLARD,SMALL- AND MID-SIZED OFFICE,38,0,1,1,12.0
9.77,1.0,3,22325,0,OFFICE,18000.0,NONRESIDENTIAL,BALLARD,SMALL- AND MID-SIZED OFFICE,53,0,1,0,
9.47,1.0,3,22719,0,RESTAURANT,22719.0,NONRESIDENTIAL,BALLARD,RESTAURANT,39,0,1,0,
50.55,1.0,2,44588,22000,LABORATORY,69000.0,NONRESIDENTIAL,DOWNTOWN,LABORATORY,70,0,1,0,
71.06,1.0,2,37327,0,K-12 SCHOOL,48887.0,SPS-DISTRICT K-12,CENTRAL,K-12 SCHOOL,91,0,1,1,92.0
169.75,1.0,2,147545,0,RETAIL STORE,147545.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,99,0,1,1,69.0
7.77,1.0,2,21462,0,OTHER,25778.0,NONRESIDENTIAL COS,NORTH,OTHER,93,0,1,0,
83.59,1.0,2,47602,0,K-12 SCHOOL,46066.0,SPS-DISTRICT K-12,NORTHWEST,K-12 SCHOOL,86,0,1,1,78.0
63.48,1.0,2,28072,0,SOCIAL/MEETING HALL,23835.0,NONRESIDENTIAL,NORTHWEST,OTHER,99,0,1,1,
207.6,1.0,2,31020,0,RESTAURANT,31020.0,NONRESIDENTIAL,DOWNTOWN,RESTAURANT,61,0,1,1,
29.62,1.0,2,21600,0,OFFICE,14400.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,99,0,1,1,
141.2,1.0,5,61825,13320,OFFICE,37993.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,42,0,1,1,59.0
9.82,1.0,3,64630,0,OFFICE,64630.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,74,0,1,0,96.0
42.19,1.0,2,20920,0,WORSHIP FACILITY,20920.0,NONRESIDENTIAL,DOWNTOWN,WORSHIP FACILITY,68,0,1,1,15.0
25.24,1.0,2,22128,0,WORSHIP FACILITY,22128.0,NONRESIDENTIAL,SOUTHWEST,WORSHIP FACILITY,90,0,1,1,94.0
24.02,1.0,1,48139,0,RETAIL STORE,40000.0,NONRESIDENTIAL,NORTHWEST,RETAIL STORE,48,0,1,1,98.0
43.8,1.0,2,21364,0,WORSHIP FACILITY,15364.0,NONRESIDENTIAL,SOUTHWEST,WORSHIP FACILITY,67,0,1,1,86.0
15.27,1.0,2,28923,0,COLLEGE/UNIVERSITY,28800.0,NONRESIDENTIAL,DOWNTOWN,UNIVERSITY,24,0,1,1,
6.33,1.0,3,21600,0,COLLEGE/UNIVERSITY,21600.0,NONRESIDENTIAL,DOWNTOWN,UNIVERSITY,88,0,1,1,
18.1,1.0,1,25735,0,RETAIL STORE,25691.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,20,0,1,1,82.0
154.17,1.0,2,25862,0,RETAIL STORE,25562.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,60,0,1,1,20.0
29.54,1.0,2,49965,0,RETAIL STORE,47465.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,13,0,1,1,82.0
14.22,1.0,2,20028,0,OFFICE,20028.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,87,1,1,0,95.0
9.95,1.0,7,23622,0,OFFICE,26195.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,116,0,1,1,100.0
6.16,1.0,3,23563,0,OFFICE,20183.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,114,0,1,0,67.0
24.25,1.0,3,28600,0,OFFICE,12000.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,113,0,1,1,
15.24,1.0,2,38539,12379,RETAIL STORE,15549.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,38,0,1,0,55.0
13.87,1.0,5,26840,0,OFFICE,29040.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,110,0,1,0,24.0
8.68,1.0,2,46800,0,RETAIL STORE,36019.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,110,0,1,0,86.0
14.63,1.0,3,63990,26640,OFFICE,39000.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,37,0,1,1,51.0
28.81,1.0,3,28800,0,OFFICE,21600.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,108,0,1,1,50.0
60.43,1.0,3,33552,4968,OFFICE,26556.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,62,0,1,1,75.0
33.78,1.0,2,26270,0,RETAIL STORE,26270.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,85,0,1,1,32.0
16.63,1.0,3,57620,7820,OFFICE,49800.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,90,0,1,0,50.0
2.92,1.0,2,28696,6080,OTHER,12960.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,62,0,1,0,
66.29,1.0,5,57800,0,HOTEL,57800.0,NONRESIDENTIAL,DOWNTOWN,HOTEL,26,0,1,1,87.0
12.95,1.0,2,31890,0,FINANCIAL OFFICE,31160.0,NONRESIDENTIAL,DOWNTOWN,OTHER,61,0,1,0,2.0
41.69,1.0,2,44098,13660,OFFICE,25920.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,91,1,1,0,53.0
126.78,1.0,3,22381,0,RESTAURANT,22381.0,NONRESIDENTIAL,DOWNTOWN,RESTAURANT,93,0,1,1,
1266.06,1.0,4,49249,0,LABORATORY,40584.0,NONRESIDENTIAL,DOWNTOWN,LABORATORY,90,0,1,1,
11.14,1.0,1,24825,1263,RETAIL STORE,13940.0,NONRESIDENTIAL,DOWNTOWN,RETAIL STORE,91,0,1,1,
10.83,1.0,4,26670,0,MEDICAL OFFICE,26670.0,NONRESIDENTIAL,DOWNTOWN,MEDICAL OFFICE,64,0,1,1,51.0
86.02,1.0,2,37740,0,FIRE STATION,38939.0,NONRESIDENTIAL COS,DOWNTOWN,OTHER,94,0,1,1,
30.33,1.0,1,23752,0,OFFICE,14317.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,51,0,1,1,
72.78,1.0,4,44416,0,HOTEL,52668.0,NONRESIDENTIAL,DOWNTOWN,HOTEL,49,0,1,1,61.0
30.6,1.0,2,33792,22867,SOCIAL/MEETING HALL,8969.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,10,0,1,1,
36.43,1.0,2,45991,0,WORSHIP FACILITY,45991.0,NONRESIDENTIAL,NORTHWEST,WORSHIP FACILITY,88,0,1,1,77.0
4.22,1.0,3,21499,0,RESIDENCE HALL/DORMITORY,21499.0,NONRESIDENTIAL,NORTHEAST,RESIDENCE HALL,95,0,1,0,85.0
13.91,1.0,2,20384,0,OFFICE,25021.0,NONRESIDENTIAL,NORTHEAST,SMALL- AND MID-SIZED OFFICE,27,0,1,1,16.0
47.12,1.0,2,39265,0,RETAIL STORE,31905.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,60,0,1,1,
63.61,1.0,2,54284,0,RETAIL STORE,52784.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,60,0,1,1,18.0
28.41,1.0,1,23409,0,RETAIL STORE,21909.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,60,0,1,1,67.0
47.66,1.0,1,63153,0,RETAIL STORE,59396.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,19,0,1,1,
46.57,2.0,2,24100,0,HOTEL,30910.0,NONRESIDENTIAL,NORTHEAST,HOTEL,55,0,1,1,91.0
101.99,1.0,3,33600,0,RESTAURANT,19200.0,NONRESIDENTIAL,DOWNTOWN,RESTAURANT,93,0,1,1,
74.92,1.0,4,32356,0,FINANCIAL OFFICE,25876.0,NONRESIDENTIAL,DOWNTOWN,OTHER,89,1,1,0,81.0
126.3,1.0,7,61180,12960,HOTEL,61180.0,NONRESIDENTIAL,DOWNTOWN,HOTEL,56,0,1,1,24.0
99.15,1.0,5,43506,11250,OFFICE,32569.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,38,0,1,1,51.0
18.66,1.0,2,23931,0,WORSHIP FACILITY,23931.0,NONRESIDENTIAL,NORTHWEST,WORSHIP FACILITY,106,0,1,1,88.0
32.64,1.0,2,21393,0,WORSHIP FACILITY,21393.0,NONRESIDENTIAL,NORTHWEST,WORSHIP FACILITY,68,0,1,1,57.0
33.23,1.0,2,47560,0,DISTRIBUTION CENTER,23146.0,NONRESIDENTIAL,SOUTHEAST,MIXED USE PROPERTY,26,0,1,1,80.0
34.98,1.0,6,62334,0,SENIOR CARE COMMUNITY,35696.0,NONRESIDENTIAL,EAST,SENIOR CARE COMMUNITY,10,0,1,1,100.0
64.51,1.0,3,20960,0,RESIDENCE HALL/DORMITORY,20960.0,NONRESIDENTIAL,NORTHEAST,RESIDENCE HALL,86,0,1,1,
8.45,1.0,3,28800,0,COLLEGE/UNIVERSITY,28800.0,NONRESIDENTIAL,DOWNTOWN,UNIVERSITY,106,0,1,1,
38.87,1.0,2,21600,0,K-12 SCHOOL,21600.0,NONRESIDENTIAL,DOWNTOWN,K-12 SCHOOL,59,0,1,1,72.0
6.49,1.0,3,22860,0,K-12 SCHOOL,22860.0,NONRESIDENTIAL,DOWNTOWN,K-12 SCHOOL,21,0,1,0,43.0
32.22,1.0,1,26366,0,WORSHIP FACILITY,26386.0,NONRESIDENTIAL,NORTHEAST,WORSHIP FACILITY,44,0,1,1,88.0
23.59,1.0,2,21732,0,WORSHIP FACILITY,21732.0,NONRESIDENTIAL,SOUTHEAST,WORSHIP FACILITY,51,0,1,1,2.0
6.69,1.0,1,21060,0,NON-REFRIGERATED WAREHOUSE,10495.0,NONRESIDENTIAL,BALLARD,MIXED USE PROPERTY,71,0,1,1,
37.31,1.0,4,20539,0,RETAIL STORE,7387.0,NONRESIDENTIAL,BALLARD,MIXED USE PROPERTY,56,0,1,1,
38.78,1.0,1,38624,0,K-12 SCHOOL,41408.0,SPS-DISTRICT K-12,NORTHEAST,K-12 SCHOOL,58,0,1,1,83.0
5.67,1.0,3,32960,0,RETAIL STORE,32960.0,NONRESIDENTIAL,NORTHEAST,RETAIL STORE,116,0,1,0,71.0
4.8,1.0,3,29636,0,OTHER - ENTERTAINMENT/PUBLIC ASSEMBLY,25096.0,NONRESIDENTIAL,NORTHEAST,OTHER,95,0,1,0,
4.99,1.0,3,20571,0,HOTEL,20571.0,NONRESIDENTIAL,NORTHEAST,HOTEL,86,0,1,0,72.0
118.37,1.0,2,47992,0,WORSHIP FACILITY,37800.0,NONRESIDENTIAL,NORTHEAST,WORSHIP FACILITY,90,0,1,1,17.0
89.57,1.0,3,28572,0,RESIDENCE HALL/DORMITORY,22000.0,NONRESIDENTIAL,NORTHEAST,RESIDENCE HALL,23,0,1,1,16.0
20.09,1.0,15,115775,31535,RESIDENCE HALL/DORMITORY,150000.0,NONRESIDENTIAL,EAST,RESIDENCE HALL,34,0,1,0,94.0
27.14,1.0,2,31386,0,WORSHIP FACILITY,30000.0,NONRESIDENTIAL,NORTHEAST,WORSHIP FACILITY,16,0,1,1,52.0
202.65,5.0,3,21500,0,K-12 SCHOOL,96154.0,CAMPUS,NORTHEAST,K-12 SCHOOL,27,0,1,1,44.0
20.08,1.0,2,84116,26497,OFFICE,55000.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,4,0,1,1,68.0
355.8,1.0,9,104000,0,HOTEL,96000.0,NONRESIDENTIAL,DOWNTOWN,HOTEL,91,1,1,1,8.0
61.84,1.0,1,55206,0,K-12 SCHOOL,55206.0,SPS-DISTRICT K-12,GREATER DUWAMISH,K-12 SCHOOL,45,0,1,1,75.0
23.15,1.0,3,78374,0,SENIOR CARE COMMUNITY,58665.0,NONRESIDENTIAL,SOUTHEAST,SENIOR CARE COMMUNITY,35,0,1,0,98.0
26.11,1.0,2,38784,0,NON-REFRIGERATED WAREHOUSE,16826.0,NONRESIDENTIAL,BALLARD,MIXED USE PROPERTY,9,0,1,1,
33.37,1.0,2,41790,0,SOCIAL/MEETING HALL,21790.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,47,0,1,1,
49.98,1.0,5,39960,0,OFFICE,37120.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,116,0,1,1,77.0
0.63,1.0,5,33300,0,NON-REFRIGERATED WAREHOUSE,24000.0,NONRESIDENTIAL,DOWNTOWN,WAREHOUSE,116,0,1,0,
120.91,1.0,11,36240,0,HOTEL,36240.0,NONRESIDENTIAL,DOWNTOWN,HOTEL,90,1,1,1,98.0
145.48,1.0,3,39320,6960,SOCIAL/MEETING HALL,39320.0,NONRESIDENTIAL,DOWNTOWN,OTHER,94,1,1,1,
19.07,1.0,5,41536,0,PERFORMING ARTS,41536.0,NONRESIDENTIAL,DOWNTOWN,OTHER,108,0,1,0,
130.58,1.0,6,35820,0,HOTEL,35820.0,NONRESIDENTIAL,DOWNTOWN,HOTEL,107,0,1,1,94.0
185.23,1.0,2,33462,0,K-12 SCHOOL,57896.0,NONRESIDENTIAL,SOUTHWEST,K-12 SCHOOL,94,0,1,1,76.0
89.29,1.0,3,49744,0,K-12 SCHOOL,49744.0,NONRESIDENTIAL,SOUTHWEST,K-12 SCHOOL,51,0,1,1,98.0
43.45,1.0,2,37816,0,WORSHIP FACILITY,19407.0,NONRESIDENTIAL,SOUTHWEST,WORSHIP FACILITY,93,0,1,1,60.0
35.04,1.0,2,23315,0,OFFICE,7758.0,NONRESIDENTIAL,SOUTHWEST,MIXED USE PROPERTY,90,0,1,1,
188.67,1.0,2,20700,0,NON-REFRIGERATED WAREHOUSE,6900.0,NONRESIDENTIAL,SOUTHWEST,MIXED USE PROPERTY,86,0,1,1,
100.21,1.0,1,41521,13124,OTHER - RECREATION,26241.0,NONRESIDENTIAL,SOUTHWEST,OTHER,68,0,1,1,
13.29,1.0,2,25762,0,SUPERMARKET/GROCERY STORE,25762.0,NONRESIDENTIAL,SOUTHWEST,SUPERMARKET / GROCERY STORE,70,0,1,0,100.0
210.3,1.0,1,33334,0,FITNESS CENTER/HEALTH CLUB/GYM,50000.0,NONRESIDENTIAL,SOUTHWEST,OTHER,32,0,1,1,
34.15,1.0,3,43387,0,OFFICE,45000.0,NONRESIDENTIAL,SOUTHWEST,SMALL- AND MID-SIZED OFFICE,35,0,1,1,60.0
1.86,1.0,1,39350,0,SUPERMARKET/GROCERY STORE,19271.0,NONRESIDENTIAL,NORTH,MIXED USE PROPERTY,37,0,1,0,
134.57,1.0,1,22405,0,OTHER,11000.0,NONRESIDENTIAL,NORTH,OTHER,67,0,1,1,
